publishedAt,title,artist,rating,genres
2014-08-13T18:41:57Z,Cellar Door: Terminus Ut Exordium,The Underachievers,7,hardcore hip hop;abstract hip hop;3rd eye shit;psychedelic hip hop;trippy trap;east coast hip hop
2014-08-15T03:38:43Z,The Water[s],Mick Jenkins,8,conscious hip hop;hardcore hip hop;cloud rap;water rap
2014-08-16T18:14:36Z,LP1,FKA Twigs,8,art pop;contemporary r&b;alternative r&b;wonky;trippy pop magic future stuff
2014-08-18T17:56:16Z,Leaving,Spooky Black,5,alternative r&b;cloud singing pop
2014-08-19T20:47:59Z,Self-Titled,Antemasque,7,alternative rock;power pop;post-hardcore
2014-08-20T22:23:51Z,All You Can Do,Watsky,4,pop rap
2014-08-22T20:53:06Z,True That,Michael Cera,5,indie folk;quaint soundtrack-worky lo-fi instrumentals;piano cuteness
2014-08-26T00:08:12Z,New York Telephone,Uncommon Nasa,8,abstract hip hop;experimental hip hop;conscious hip hop
2014-08-26T18:00:02Z,Foundations of Burden,Pallbearer,6,traditional doom metal
2014-08-27T19:59:04Z,Indigo Child,Raury,4,indie folk;hip hop
2014-08-28T15:32:12Z,Green Language,Rustie,3,trap;wonky;edm jamz
2014-08-29T15:23:42Z,Days Before Rodeo,Travi$ Scott,3,southern hip hop;internet raps;trap rap
2014-08-30T17:19:17Z,Manipulator,Ty Segall,6,psychedelic rock;garage rock;garage punk
2014-09-01T16:43:45Z,Anchor,Zammuto,6,folktronica;art pop;art rock
2014-09-02T02:30:29Z,I Am King,Code Orange,6,hardcore punk;metalcore;sludgecore;balloucore
2014-09-03T16:12:38Z,Pale Communion,Opeth,5,progressive metal;progressive rock
2014-09-04T13:39:44Z,Barragán,Blonde Redhead,6,indie pop;dream pop
2014-09-05T13:58:41Z,Angels & Devils,The Bug,6,dubstep;trap;ambient;grime;idm;dancehall;industrial hip hop
2014-09-10T18:18:38Z,The Physical World,Death From Above 1979,6,dance-punk;punk rock;noise rock
2014-09-20T22:13:59Z,Primitive and Deadly,Earth,6,stoner rock;psychedelic rock;doom metal
2014-09-22T17:28:19Z,Unknown Memory,Yung Lean,4,cloud rap
2014-09-25T16:03:54Z,Self-Titled,NehruvianDOOM,5,east coast hip hop
2014-09-26T03:11:59Z,Goddess,Banks,5,art pop;alternative r&b;neo-soul from the future
2014-09-26T20:44:58Z,Syro,Aphex Twin,6,idm;drum and bass
2014-09-28T21:12:43Z,Perfect Hair,Busdriver,8,art rap;abstract hip hop;experimental hip hop;confounding raps;hellfyre magic;jazz rap
2014-09-30T19:47:55Z,A Toothpaste Suburb,Milo,5,abstract hip hop;experimental hip hop
2014-10-01T13:06:54Z,Tyranny,Julian Casablancas + The Voidz,7,noise pop
2014-10-02T14:27:08Z,El Pintor,Interpol,6,post-punk revival;indie rock
2014-10-03T14:28:39Z,Too Bright,Perfume Genius,8,singer-songwriter;art pop;chamber pop
2014-10-04T16:33:40Z,Tomorrow's Modern Boxes,Thom Yorke,6,art pop;glitch pop;ambient pop;microhouse
2014-10-07T14:57:04Z,Dude Incredible,Shellac,6,post-hardcore;math rock;noise rock
2014-10-07T21:18:41Z,Plowing Into the Field of Love,Iceage,9,noise rock;post-punk;gothic rock;depressing punk jamz;rockabilly...sort of...
2014-10-08T15:21:54Z,Wonder Where We Land,SBTRKT,5,alternative r&b;future garage
2014-10-09T13:20:43Z,You're Dead,Flying Lotus,8,neo jazz
2014-10-14T13:59:56Z,Our Love,Caribou,6,dance-pop;kinda edm;microhouse;house;chillwave vibes;tech house
2014-10-14T14:19:40Z,STN MTN / Kauai,Childish Gambino,4,southern hip hop;pop rap;new atlanta;contemporary r&b;pop
2014-10-15T17:40:35Z,Time To Die,Electric Wizard,5,sludge metal;doom metal;stoner rock;heavy psych
2014-10-16T03:15:05Z,This Is All Yours,alt-J,7,art pop;indie pop;folktronica;progressive pop
2014-10-16T15:03:08Z,Everything Will Be Alright In The End,Weezer,7,alternative rock;power pop;pop rock
2014-10-17T14:51:33Z,This Is My Hand,My Brightest Diamond,7,baroque pop;chamber pop;art pop
2014-10-18T15:53:16Z,A World Lit Only By Fire,Godflesh,7,industrial metal
2014-10-20T14:19:27Z,...And Star Power,Foxygen,2,psychedelic pop;psychedelic rock;garage rock;lo-fi;nostalgic noise and dissonance
2014-10-22T11:08:38Z,Banco,Sir Michael Rocks,7,
2014-10-22T11:25:50Z,Soused,Scott Walker + Sunn o))),6,drone metal;experimental rock;dark ambient
2014-10-23T17:04:41Z,Hell Can Wait,Vince Staples,7,hardcore hip hop;trap rap;west coast hip hop;gangsta rap
2014-10-24T15:56:21Z,Under Pressure,Logic,6,pop rap;conscious hip hop
2014-10-25T13:16:12Z,Lifer,Dope Body,8,noise rock;grunge;post-hardcore;hardcore punk;psych rock
2014-10-27T19:21:10Z,Run the Jewels 2,Run the Jewels,8,hardcore hip hop
2014-10-28T14:00:01Z,Self-Titled,Royal Blood,5,alternative rock;hard rock
2014-10-28T21:36:21Z,Clockwork Indigo,Clockwork Indigo,7,hardcore hip hop
2014-10-29T16:47:48Z,Mr. Noah,Panda Bear,6,neo-psychedelia;electronic;psychedelic pop
2014-10-30T20:34:20Z,VI: Flora,Botanist,8,black metal;blackgaze
2014-10-31T16:29:06Z,Bestial Burden,Pharmakon,5,death industrial;noise;power electronics;industrial noise
2014-11-03T17:48:55Z,If There's A Hell Below,Black Milk,6,hip hop
2014-11-03T18:03:07Z,.5: The Gray Chapter,Slipknot,4,alternative metal;nu metal
2014-11-04T17:50:58Z,La Isla Bonita,Deerhoof,7,art pop;noise pop;indie rock
2014-11-05T15:44:22Z,Between Bodies,The World Is A Beautiful Place...,5,emo;post-rock;spoken word
2014-11-06T17:10:37Z,Xen,Arca,6,progressive electronic;minimal synth;glitch
2014-11-07T17:31:53Z,Cadillactica,Big K.R.I.T.,6,southern hip hop;pop rap
2014-11-08T17:42:13Z,Coffins On Io,Kayo Dot,6,progressive rock;darkwave;goth rock
2014-11-10T15:20:46Z,Rhythm,Wildbirds & Peacedrums,8,art pop
2014-11-11T17:09:26Z,Broke With Expensive Taste,Azealia Banks,5,pop rap;hip house
2014-11-12T17:01:56Z,Keep You,Pianos Become The Teeth,4,
2014-11-12T17:12:38Z,Black Metal,Dean Blunt,8,"art pop;singer-songwriter;neo-psychedelia;""hypnagogic pop"""
2014-11-17T04:52:17Z,Blue,iamamiwhoami,6,synth pop;electropop
2014-11-18T05:15:48Z,Pom Pom,Ariel Pink,9,synth pop;lo-fi;noise pop;hard rock;post-punk;new wave;post-nostalgia;absurdist post-modernism
2014-11-19T17:28:56Z,Self-Titled,Sterilizer,7,industrial metal;noise rock
2014-11-20T20:07:26Z,Past 21: Beyond The Arctic Cell,Megaton Leviathan,7,doom metal;post-rock
2014-11-21T03:56:55Z,The Endless River,Pink Floyd,6,art rock;ambient;new age rock magic
2014-11-24T07:03:03Z,Self-Titled,I Am Your Destruction,7,chiptune;edm;trap;dubstep;chipstep
2014-11-24T17:53:42Z,Seeds,TVOTR,6,indie rock;indie pop;indietronica;art rock
2014-11-25T16:25:37Z,The Church,Mr. Oizo,7,wonky;electro house;glitch;tech house
2014-11-26T16:31:29Z,Faith In Strangers,Andy Stott,7,ambient techno;dubstep;trap;ambient
2014-12-02T19:24:05Z,Self-TItled,Clark,6,idm;glitch;techno;tech house;ambient techno
2014-12-03T16:49:50Z,Ferg Forever,A$AP Ferg,7,gangsta rap;trap;cloud rap;southern hip hop;east coast hip hop
2014-12-05T16:01:49Z,Annabel Dream Reader,The Wytches,8,garage rock;post-punk;surf rock;psychedelic rock;horror punk
2014-12-07T16:36:39Z,36 Seasons,Ghostface Killah,5,hardcore hip hop;boom bap;east coast hip hop
2014-12-08T17:50:19Z,2014 Forest Hills Drive,J. Cole,6,hip hop;pop rap;smooth rap;nothing was the same-core;r&b-ish
2014-12-09T16:34:19Z,Full of Hell & Merzbow,Full of Hell,8,noise;grindcore;crust punk;powerviolence;metalcore
2014-12-09T18:30:43Z,A Better Tomorow,Wu-Tang Clan,6,hardcore hip hop;east coast hip hop
2014-12-10T17:31:00Z,Sonic Highways,Foo Fighters,5,alternative rock;hard rock
2014-12-12T00:04:59Z,OG Maco,OG Maco,7,trap rap;experimental hip hop;cloud rap
2014-12-12T16:12:05Z,Bestiary,Hail Mary Mallon,5,abstract hip hop
2014-12-16T23:18:08Z,Black Messiah,D'Angelo and The Vanguard,8,r&b;funk rock;neo-soul;lo-fi psych soul
2015-01-11T16:48:20Z,Fashion Week,Death Grips,7,industrial hip hop instrumentals;idm
2015-01-13T15:33:28Z,Self-Titled,Viet Cong,7,noise rock;post-punk;indie rock;psychedelic rock
2015-01-14T16:03:36Z,No Cities To Love,Sleater-Kinney,7,indie rock;post-punk;punk rock
2015-01-15T14:50:28Z,Panda Bear Meets the Grim Reaper,Panda Bear,4,psychedelic pop
2015-01-20T19:58:17Z,B4.DA.$$,Joey Bada$$,8,east coast hip hop;harcore hip hop;jazz rap;boom bap
2015-01-21T17:35:57Z,Girls In Peacetime Want To Dance,Belle and Sebastian,6,baroque pop;dance pop;synth pop
2015-01-22T15:14:27Z,Easy Meat,Napalm Death - Apex Predator -,8,grindcore;deathgrind
2015-01-23T17:58:30Z,Tetsuo & Youth,Lupe Fiasco,7,conscious hip hop;jazz rap;pop rap
2015-01-27T19:20:40Z,Vulnicura,Björk,8,art pop;chamber pop;glitch pop
2015-01-28T15:32:04Z,Hyperview,Title Fight,4,indie rock;shoegaze;twangy dream rock
2015-01-29T21:51:59Z,Sauna,Mount Eerie,6,lo-fi;avant-folk;drone;ambient
2015-01-30T20:54:08Z,Tierra Y Libertad,Xibalba,6,metalcore;hardcore;beatdown hardcore;sludge metal
2015-02-03T15:41:29Z,Xe,Zs,8,experimental rock;jazz rock;minimalist rock;psych;drone;noise;avant-garde
2015-02-04T18:16:19Z,Lost Themes,John Carpenter,7,progressive electronic;horror synth;soundtrack creepiness
2015-02-05T15:46:32Z,Coin Coin Chapter 3: River Run Thee,Matana Roberts,6,drone;spiritual jazz
2015-02-06T17:34:19Z,A Special Episode Of,Open Mike Eagle,8,art rap;abstract hip hop
2015-02-11T21:19:16Z,"I Love You, Honeybear",Father John Misty,8,
2015-02-13T07:46:58Z,"Man, It Feels Like Space Again",Pond,6,psychedelic pop;garage rock;neo-psych;psychedelic pop
2015-02-13T20:18:26Z,Kinison,Your Old Droog,8,hardcore hip hop;east coast hip hop
2015-02-17T00:22:32Z,"If You're Reading This, It's Too Late",Drake,8,pop rap;contemporary r&b
2015-02-17T20:22:35Z,Sour Soul,BADBADNOTGOOD & Ghostface Killah,6,hardcore hip hop;jazz rap
2015-02-18T17:13:55Z,Supersonic Home,Adventures,7,power pop;emo;indie pop;indie rock;jangle pop
2015-02-20T22:12:44Z,EarthEE,THEESatisfaction,7,alternative r&b;futuristic neo-soul;abstract hip hop
2015-02-23T15:40:31Z,Rose Mountain,Screaming Females,6,indie rock;punk rock
2015-02-24T15:11:00Z,Citizen Zombie,The Pop Group,9,post-punk;experimental rock;art punk;noise rock
2015-02-25T22:20:50Z,TĂU,Negură Bunget,5,black metal;progressive metal;folk metal
2015-02-27T21:32:39Z,Gliss Riffer,Dan Deacon,5,domino
2015-03-02T15:24:13Z,Heavy Dancing,Swain,7,hardcore punk;grunge
2015-03-02T16:04:43Z,We Cool?,Jeff Rosenstock,8,pop punk;indie rock;alt-country;singer-songwriter
2015-03-03T17:47:02Z,The Ecology,Fashawn,5,pop rap;hardcore hip hop;west coast hip hop
2015-03-04T18:20:36Z,Blade of the Ronin,Cannibal Ox,5,hardcore hip hop;new york hip hop
2015-03-05T17:30:05Z,You're Better Than This,Pile,6,indie rock;post-hardcore
2015-03-06T16:02:31Z,Scar Sighted,Leviathan,8,black metal;blackened death metal;progressive metal;experimental metal;creepy spoken word passages;absolutely twisted shit
2015-03-10T13:47:14Z,Eat Pray Thug,Heems,4,pop rap;trap rap;east coast hip hop;conscious hip hop;abstract hip hp
2015-03-11T14:44:03Z,Hand. Cannot. Erase.,Steven Wilson,6,progressive rock;art rock;pop rock
2015-03-12T17:11:31Z,Fantasy Empire,Lightning Bolt,7,noise rock;neo-psych;math rock;experimental rock
2015-03-12T22:40:38Z,No Now,Clarence Clarity,8,alternative r&b;glitch&b;experimental pop;psychedelic pop
2015-03-16T14:50:14Z,Aureate Gloom,of Montreal,6,psychedelic rock;hard rock;glam rock;pop rock;garage rock;indie rock
2015-03-16T17:11:49Z,Strangers To Ourselves,Modest Mouse,5,indie rock;indie pop;alternative rock
2015-03-17T16:45:20Z,700-FILL,Ratking,4,east coast hip hop;hardcore hip hop;abstract hip hop
2015-03-18T14:03:28Z,To Pimp A Butterfly,Kendrick Lamar,10,conscious hip hop;hardcore hip hop;jazz rap;abstract hip hop
2015-03-19T13:48:02Z,Short Movie,Laura Marling,7,contemporary folk;singer-songwriter;folk rock;indie folk;psychedelic folk
2015-03-23T20:39:10Z,The Powers That B (N****s On the Moon / Jenny Death),Death Grips,9,industrial hip hop;experimental hip hop;hardcore punk;psychedelic sound terrorism
2015-03-24T19:20:10Z,Carrie & Lowell,Sufjan Stevens,7,singer-songwriter;contemporary folk;indie folk;chamber folk
2015-03-25T13:39:50Z,"Asunder, Sweet and Other Distress",Godspeed You! Black Emperor,6,post-rock;experimental rock
2015-03-26T04:01:46Z,Mr. Wonderful,Action Bronson,5,east coast hip hop;rap rock;blues rock;pop rap
2015-03-27T01:06:16Z,The Ark Work,Liturgy,7,experimental rock;transcendental black metal;midi classical;glitch
2015-03-28T16:34:47Z,"I Don't Like Shit, I Don't Go Outside",Earl Sweatshirt,6,abstract hip hop;hardcore hip hop;cloud rap;sad hip hop;dark depressing hop
2015-03-31T18:36:57Z,Another Eternity,Purity Ring,4,synth pop;electropop
2015-04-03T00:39:08Z,Living Fields,Portico,3,art pop;alternative r&b
2015-04-03T23:57:48Z,"Today, I Wrote Nothing",Billy Woods,7,hardcore hip hop;abstract hip hop
2015-04-06T14:58:45Z,"Sometimes I Sit and Think, and Sometimes I Just Sit",Courtney Barnett,5,indie rock;singer-songwriter;garage rock;alternative singer-songwriter
2015-04-07T17:28:11Z,White Men Are Black Men Too,Young Fathers,8,lo-fi pop;noise pop;experimental hip hop;grimy soul
2015-04-08T11:38:23Z,Dark Red,Shlohmo,6,
2015-04-13T17:24:05Z,Eclipse,Twin Shadow,3,alternative r&b;arena rock;dangerous nostalgiaa
2015-04-14T14:25:58Z,Cherry Bomb,"Tyler, The Creator",3,neo-soul;hardcore hip hop
2015-04-16T03:48:53Z,Kintsugi,Death Cab For Cutie,5,indie rock
2015-04-16T20:14:40Z,Undertow,Drenge,5,garage rock;post-punk;goth-ish;fauxgaze
2015-04-17T15:47:47Z,Beat The Champ,The Mountain Goats,8,indie folk;singer-songwriter
2015-04-20T14:19:28Z,Damogen Furies,Squarepusher,6,drum 'n' bass;idm;drill 'n' bass;glitch
2015-04-20T14:32:05Z,Instant Gratification,Dance Gavin Dance,1,post-hardcore;math rock
2015-04-21T20:20:38Z,Barter 6,Young Thug,5,trap rap;cloud rap;pop rap
2015-04-22T13:52:52Z,Sound & Color,Alabama Shakes,8,southern rock;soul;garage rock
2015-04-23T13:38:56Z,This World Is Not Enough,Marching Church,6,post-punk;noise rock;experimental rock;art punk
2015-04-24T15:16:29Z,What For?,Toro Y Moi,7,disco;nu-disco;indie pop;lo-fi;psychedelic pop
2015-04-26T17:39:41Z,The Children of the Night,Tribulation,7,black metal;heavy metal;death metal;thrash metal
2015-04-27T16:15:37Z,Love Story,Yelawolf,3,contemporary country;pop rap
2015-04-28T14:28:43Z,Never Were the Way She Was,Colin Stetson and Sarah Neufeld,8,experimental;modern classical;minimalism;post-minimalism
2015-04-29T15:48:41Z,IF,Paul de Jong,7,folktronica;experimental folk;avant folk;ambient;modern classical
2015-05-02T04:34:17Z,The Magic Whip,Blur,7,alternative rock;art pop;brit pop
2015-05-05T15:31:18Z,The Epic,Kamasi Washington,9,post-bop;jazz fusion;spiritual jazz;soul jazz
2015-05-07T14:06:11Z,Sprinter,Torres,5,alternative singer-songwriter;alternative rock;grunge
2015-05-08T13:27:55Z,The Album About Nothing,Wale,4,pop rap
2015-05-10T15:43:56Z,Dark Bird Is Home,The Tallest Man On Earth,6,indie folk;folk pop;singer-songwriter
2015-05-11T13:31:40Z,Choose Your Weapon,Hiatus Kaiyote,5,neo-soul
2015-05-14T19:38:26Z,Platform,Holly Herndon,6,art pop;electronic;idm;glitch pop;amsr
2015-05-15T14:04:09Z,Bush,Snoop Dogg,5,synth funk;pop rap
2015-05-15T22:48:34Z,Dumb Flesh,Blanck Mass,6,electronic;drone;idm;noise;progressive electronic
2015-05-18T13:34:25Z,Simple Songs,Jim O'Rourke,6,singer-songwriter;baroque pop;piano rock
2015-05-19T14:04:05Z,Sol Invictus,Faith No More,6,alternative metal;alternative rock
2015-05-20T14:52:01Z,Frozen Niagara Falls,Prurient,8,noise;ambient;progressive synth;industrial;power electronics
2015-05-21T19:30:51Z,Blurryface,Twenty One Pilots,4,pop;pop rap;gentrified reggae jams;dubstep fusion
2015-05-22T16:05:15Z,Ratchet,Shamir,5,
2015-05-26T00:40:05Z,Days With Dr. Yen Lo,Dr. Yen Lo,6,cloud rap?;spoken hop;gritty eerie lyrical east coast raps;ghost raps
2015-05-28T03:57:53Z,Painted Shut,Hop Along,8,indie rock;indie pop
2015-06-01T01:35:44Z,Why Make Sense?,Hot Chip,6,synth pop;indietronic;deep house;electo house
2015-06-02T23:50:51Z,At. Long. Last. A$AP,A$AP Rocky,5,cloud rap;trap rap;east coast hip hop;pop rap
2015-06-03T13:32:53Z,Multi-Love,Unknown Mortal Orchestra,8,psych pop;lo-fi;psychedelic soul
2015-06-04T13:26:17Z,Surf,Donnie Trumpet & the Social Experiment,4,jazz;hip hop;neo-soul
2015-06-04T18:36:39Z,Self-Titled,Algiers,8,post-punk;gospel;blues;industrial rock;noise rock
2015-06-06T02:01:52Z,Mutilator Defeated At Last,Thee Oh Sees,6,psych rock;noise rock;garage rock
2015-06-08T04:59:51Z,In Colour,Jamie xx,7,deep house;uk bass;future garage
2015-06-09T14:47:59Z,Universal Themes,Sun Kil Moon,6,singer-songwriter;slowcore;folk rock;contemporary folk;musical stories;spoken word
2015-06-10T21:01:35Z,Drones,Muse,5,pop rock;hard rock;alternative rock
2015-06-11T14:55:27Z,"How Big, How Blue, How Beautiful",Florence + The Machine,7,art pop;alternative pop;chamber pop
2015-06-12T15:16:30Z,Luminiferous,High On Fire,8,stoner metal;thrash metal;sludge metal
2015-06-15T13:50:59Z,32 Zel / Planet Shrooms,Denzel Curry,6,trap rap;cloud rap;hardcore hip hop;southern hip hop
2015-06-17T18:44:15Z,Lantern,Hudson Mohawke,5,wonky;trap;purple sound;uk bass;alternative r&b
2015-06-18T18:48:55Z,GUUD,Ash Koosha,8,experimental future electronic beat music from out of this world
2015-06-19T16:10:40Z,Pale Horses,mewithoutYOU,5,indie rock;post-hardcore
2015-06-22T00:45:09Z,Success,KEN mode,8,noise rock;sludge metal;post-hardcore
2015-06-23T16:56:36Z,The Beyond / Where the Giants Roam,Thundercat,6,
2015-06-24T14:54:42Z,Third Side of Tape,Lil Ugly Mane,8,
2015-06-25T14:25:49Z,Summertime 06,Vince Staples,6,hardcore hip hop;west coast hip hop;gangsta rap
2015-06-26T14:42:38Z,Every Hero Needs A Villain,Czarface,8,hardcore hip hop;boom bap
2015-06-26T20:05:10Z,Everybody Is Going To Heaven,Citizen,3,alternative rock;emo;post-hardcore;grunge
2015-06-30T15:31:24Z,Payola,Desaparecidos,5,indie rock;punk rock
2015-07-01T13:59:33Z,"God, Money, War",King Los,6,hip hop
2015-07-02T15:04:42Z,Freedom!,Refused,4,post-hardcore;hard rock;glam rock
2015-07-03T15:09:09Z,Dreams Worth More Than Money,Meek Mill,7,trap rap;pop rap;hardcore hip hop
2015-07-06T15:31:15Z,Wildheart,Miguel,5,alternative r&b;pop;contmporary r&b
2015-07-09T19:29:10Z,Ego Death,The Internet,5,neo-soul;alternative r&b
2015-07-10T14:49:20Z,Free Weezy Album,Lil Wayne,4,trap rap;pop rap;hardcore hip hop;gangsta rap
2015-07-14T14:24:27Z,Currents,Tame Impala,7,psych pop;synth pop;neo-psych;dream pop;neo-new wave
2015-07-15T20:37:33Z,Get to Heaven,Everything Everything,8,progressive pop;math rock;experimental rock;art pop
2015-07-16T18:39:23Z,Magnifique,Ratatat,7,electro rock;indietronica;instrumental pop
2015-07-21T14:32:10Z,DS2,Future,6,trap rap;southern hip hop
2015-07-21T15:05:51Z,Born In the Echoes,The Chemical Brothers,7,big beat;house;techno;dance-pop;electropop
2015-07-23T05:33:29Z,"Fingers, Bank Pads & Shoeprints",RP Boo,7,footwork;juke
2015-07-23T18:39:23Z,Self-Titled,Corpo-Mente,7,neo-folk;neo-classical;chamber folk;trip hop;folk metal
2015-07-24T17:05:48Z,Innocent Country,Quelle Chris,7,abstract hip hop;experimental hip hop
2015-07-27T14:01:09Z,Live From the Dentist Office,Injury Reserve,8,hip hop;pop rap;jazz rap
2015-07-28T14:25:41Z,Pound Syndrome,Hopsin,3,hardcore hip hop
2015-07-29T16:00:46Z,Key Markets,Sleaford Mods,8,post-punk;blood-boiling rants
2015-07-30T17:35:38Z,The Most Lamentable Tragedy,Titus Andronicus,4,punk rock;folk rock;piano rock;bar band ballads;conceptual mental illness rock operas;daniel johnston pastiche
2015-07-31T15:17:24Z,Another One,Mac DeMarco,7,jangle pop;dream pop;indie pop;sweet dreams
2015-08-04T00:16:20Z,Star Wars,Wilco,6,pop rock;noise rock
2015-08-04T14:03:20Z,Suicide Euphoria,Pissgrave,7,death metal;dead bodies;noise metal
2015-08-05T19:46:02Z,Blood,Lianne La Havas,8,pop soul
2015-08-06T14:55:27Z,Butter Fly,Lee Scott,6,jazz rap;boom bap;uk hip hop
